worker_id,zone,rainfall_mm_hr,temperature_c,aqi,humidity_pct,gps_lat,gps_lon,daily_earnings_inr,weekly_earnings_inr,num_deliveries,active_hours,gps_speed_variance,location_jump_km
W0011,Zone_C_Delhi,8.519972910552639,44.03835345587492,428,49.34064933572334,19.953428359144997,83.88420727519198,1065.2102469496517,4812.399968159859,36,9.919356229637641,1.6090914478691052,0.542462962456081
W0012,Zone_E_Chennai,9.992300803905247,15.0,190,66.72642953583605,25.514409380189967,79.51026769573616,780.9885618799752,5920.152312270183,26,6.023070413823719,2.5371598302161464,1.3438646745720348
W0013,Zone_B_Mumbai,5.950146636228576,43.571650946320304,424,74.7775446332559,25.8942735039588,81.0808987499257,840.0418573615042,4589.754272277092,11,6.249535190624304,13.403074516545725,0.673996531588134
W0014,Zone_D_Hyderabad,3.4702277874619702,31.688139737620947,167,86.76598953095251,26.449484935048282,86.73432617749529,800.1044022473561,5918.716013521613,13,5.828831472841835,2.0641933857552925,2.565806033293021
W0015,Zone_B_Mumbai,3.9848633455038973,29.22629510503686,326,71.35893800865112,27.382836726291075,79.73641873947723,923.7313181315964,5239.530114277502,5,9.190756205108118,12.259852658631248,5.812040568897765
W0016,Zone_D_Hyderabad,11.163235799285063,25.640647305528404,263,79.47289990780527,19.70956648411008,78.26850947987307,769.2944135293867,5249.987071459464,33,7.475178840599945,19.828401315320114,4.979680306330147
W0017,Zone_E_Chennai,13.958378736630772,33.19308891481657,269,40.40465627204725,17.938095729473993,78.24528200021841,860.0373586356053,5988.01853582756,12,11.437781113683691,5.420747827972633,1.7513833570985204
W0018,Zone_A_Bangalore,15.681954162211486,29.698922380601214,442,60.001235837286345,22.098740196187,87.66047282143356,664.6984274280992,5124.686907936722,8,4.508903165341048,8.488348974347018,1.242063510803386
W0019,Zone_D_Hyderabad,15.588310318487418,38.82641505613217,75,30.606555288761065,18.764524290314515,82.97474072998781,1024.6997812752356,4357.481203643922,39,3.0056273208344435,6.92239134049959,3.410802214645945
W0020,Zone_B_Mumbai,0.9563694654031945,30.913821189296318,58,46.03412619390549,22.39697183544368,81.9216503756238,950.6111418925306,6109.044450727562,7,5.932614850992152,6.012107667769672,2.2997671410868006
W0021,Zone_E_Chennai,6.82049596573356,31.202414091695022,320,77.22001148234531,24.04825662977243,86.25748867488552,806.1610357147346,4583.279528014137,11,8.16712707646776,1.8331291147534312,0.4056137857685678
W0022,Zone_D_Hyderabad,0.5928170644873779,27.09110230228915,59,94.46764683770863,23.77679929217576,86.52692002143357,779.6276454961285,5913.213827518328,31,10.60798936915495,0.2939452077616905,3.4398365087162524
W0023,Zone_A_Bangalore,7.974613156953929,29.54443501023146,427,36.44657647316903,18.817935614917918,81.08766315764854,946.6942369476545,6278.397236266401,5,5.461968866803277,2.100750020573479,1.1203272388168564
W0024,Zone_A_Bangalore,5.825552749872836,32.46241415113647,170,56.09713053098373,15.536391186840294,84.99107502071699,743.9059929046057,5199.604890918226,31,8.537867511244617,5.497102854259403,0.418939086226551
W0025,Zone_C_Delhi,21.866186642208014,16.318652858746994,174,82.00461296544538,19.70236354770288,85.82812641120037,868.8047973647754,6445.882275273427,20,5.50198681023219,0.5408734599662726,0.6620070159380367
W0026,Zone_C_Delhi,4.321916194678851,19.214516623154296,219,43.26231625087843,15.152987476494157,84.57022741815231,1024.209818114711,5885.426966289027,11,8.172195829944581,0.05994785749877836,0.6226576802694228
W0027,Zone_B_Mumbai,1.2450597755245087,35.94611275218172,121,66.0805217046486,26.963533155904173,79.13722680784107,728.3114321294212,4943.3108638841795,27,10.848079470306509,0.752326237102841,1.464636804226306
W0028,Zone_D_Hyderabad,1.5430765454211937,31.366923505023536,201,77.64963424192887,18.364863879658145,86.95953730198421,905.2901243680304,6621.14320181286,15,4.313576422594091,6.289258181347339,0.5341127461875341
W0029,Zone_D_Hyderabad,14.334305470790937,28.528133309178568,257,70.03905426691163,15.340464006128515,83.3222211695489,897.3587900403238,4586.6625426084875,37,6.042416421070392,18.02153387868464,0.26378886612343755
W0030,Zone_C_Delhi,9.62905679748035,30.147471464523147,98,42.22160775000205,13.302074606510864,80.55070220479604,835.3994772005976,5198.639656077147,21,11.932651964297465,20.391775276666372,0.26407268009131907
W0031,Zone_D_Hyderabad,1.0660871224538544,32.78065364289337,203,53.099996964573066,23.103993703326452,82.09246440272709,774.4315623844095,5334.948157104537,39,10.685570282494607,3.40588701655418,1.7506632397775221
W0032,Zone_D_Hyderabad,0.8785552166860509,25.68192255752511,396,80.94646599155081,22.963056615784943,77.9057677763082,1032.2195585341578,5984.178960814605,9,7.646398578962019,10.17625449526166,2.6542350426520667
W0033,Zone_A_Bangalore,12.072084716530998,23.773562196781498,342,66.02472341858109,18.28154583198441,78.8809614532021,760.364704634955,6392.346637904908,36,7.166275918542754,6.674708001781077,0.7758389012310876
W0034,Zone_C_Delhi,0.7554608952579713,31.56676204078145,117,30.339924880289328,14.033047843792886,85.7679049055713,578.1941648305569,6342.233245522171,7,4.84600382304681,3.476149108607501,0.07053056878492481
W0035,Zone_E_Chennai,17.251858538085813,22.173017779079743,99,79.4643994018261,19.372136539344666,77.50012565535795,946.0800387446551,5678.998655659445,39,7.172094276935294,4.2520530509933065,0.2721547175512755
W0036,Zone_C_Delhi,12.24999753130005,33.26602204571577,201,32.29523807111554,17.81723642200162,81.99891094760875,669.8044975348249,5275.784716429147,18,10.481814982799472,0.7380191417836526,4.923034111114283
W0037,Zone_E_Chennai,0.8484875058031206,16.379331166097277,68,78.47269587753009,23.598506107813147,83.14310995572436,953.782171728263,4039.212606697896,35,8.851745132777806,13.875877173816537,1.3606343152117095
W0038,Zone_A_Bangalore,0.8865386777780669,38.23324509860515,149,43.16123641074043,22.471312141352506,78.0900517360105,1050.2354871765167,4448.683316435827,35,4.900440281779866,2.168781050010216,1.2087084183606558
W0039,Zone_B_Mumbai,43.15458562058092,33.780779859304346,109,92.27477620775971,18.660580905521133,88.00924416010119,944.4624817598011,6913.324391433149,21,4.0146392105353295,2.954300222607654,0.07758390105521788
W0040,Zone_D_Hyderabad,4.688375825522896,32.048237874511,216,53.91614883463549,16.342702357228845,79.94215357749646,1010.7116952831237,4031.1424099979686,28,4.652085369968291,5.568531628243136,2.608595906510413
W0041,Zone_A_Bangalore,4.630552604753125,37.861527871564114,251,51.25055506197514,28.51096826525835,80.78534617207183,1153.007366039447,4872.407485406312,27,3.697592013928265,2.0315959000679755,1.5018410861258873
W0042,Zone_D_Hyderabad,16.755754032826772,43.32379555570061,394,39.677723271608905,20.073225614898615,80.7825791323543,995.014069391342,6415.685025640072,22,2.9564069602371594,1.466885699627304,0.451496220686751
W0043,Zone_B_Mumbai,29.421645379632437,38.11496052014505,195,49.864274006863965,23.774732925327747,79.98849995086738,899.5860088938153,5667.770639357894,18,6.19136174442055,4.9854625050107,0.23323339259667358
W0044,Zone_B_Mumbai,42.68773939601984,15.273006149346838,213,86.98229951883303,15.1207368877381,77.51591727853216,1095.0922275285473,6242.436056804554,19,3.132996043982677,0.1265074112639278,0.9670301619983361
W0045,Zone_A_Bangalore,13.998992301163417,19.763384266114386,291,94.76173194577107,20.572317254618486,85.37692377615036,1113.2163317269878,5934.262681016541,19,3.7191255772710434,6.377793603296188,3.629998435072904
W0046,Zone_B_Mumbai,4.720209996191256,25.00145137843457,118,53.94011948294514,13.335080173937556,87.94193139783228,1115.315767488913,6675.666029888709,10,7.473246843394861,3.60797371201739,4.009329608813951
W0047,Zone_E_Chennai,0.8719399369795726,30.20872840168667,224,59.15969101204527,20.88619086298511,79.92236961947849,776.1784727205996,5736.341829251908,31,3.645992736995747,4.6538975775349485,1.8468642439934817
W0048,Zone_B_Mumbai,15.012425404546256,34.14127216375299,98,76.9346109831779,28.131475032459697,84.66090967147696,646.8972462252394,6030.758183321209,19,2.6387976743090285,4.996733698033059,2.600500703446613
W0049,Zone_D_Hyderabad,8.17360407561493,24.194049494772276,157,87.60272573022985,18.970466065175643,85.51248033115412,767.021172484767,4920.602774353328,12,5.173888500278852,3.7438296760453786,0.2446873608663428
W0050,Zone_D_Hyderabad,5.520331253049737,31.494134115816628,275,68.54788172214097,13.516136998683603,86.66299409417766,955.5462423689762,5969.066380462509,19,4.203190986219675,4.367758210069016,1.7740759212011792
W0051,Zone_D_Hyderabad,23.682376754780904,23.95693654117342,210,55.44917038155891,13.389101496525628,82.06439532774698,873.8738417998159,5183.099121608617,7,7.153051879943767,5.756715197820876,2.199019603548148
W0052,Zone_D_Hyderabad,1.1788020797188024,25.107857576064415,168,56.82041965516054,19.030190807160537,80.77165378091664,819.0278522234729,5137.51530561543,17,3.0236708458320933,6.994241104104047,0.44807000436145933
W0053,Zone_E_Chennai,6.7850510937295425,18.74671122521422,198,75.21517952229244,15.428393996118466,81.01318744744873,934.0722098207403,6215.77881171771,38,9.517707876829782,6.499709846311921,4.243107618326364
W0054,Zone_C_Delhi,0.11418589432541669,22.614134031112766,199,30.209187134278114,13.268963121985339,85.19631039746393,629.3792377490099,6221.298700847491,28,11.062335194351386,10.186374235289604,0.43381789760573314
W0055,Zone_A_Bangalore,6.323543695829263,19.18652315506933,342,70.27330693488965,24.848175100412796,86.32121823826087,871.1753948037313,6850.753724596905,36,9.434351739561944,1.0501707386389507,0.7522321504317424
W0056,Zone_D_Hyderabad,0.5795043106592578,22.193013976181337,192,53.10704567868823,20.144663540333873,79.46143085177131,1017.7686467271815,6798.6105483889605,36,7.328270374013942,2.5637036945761524,1.9381009757899819
W0057,Zone_B_Mumbai,1.2649099593117121,38.42913437286272,209,81.62282653301048,17.47006739716794,81.50616288810386,932.3973466837343,6233.85212908702,34,10.60667821788885,14.762987116127634,2.0341571315602653
W0058,Zone_D_Hyderabad,1.2502623200745626,22.404808889344455,60,36.044391588503586,27.121314291660397,87.24095412489082,953.7714732750593,4123.64351181063,17,8.949183797815074,2.5257966577057274,2.403848082199726
W0059,Zone_B_Mumbai,10.475683864069715,48.0,187,68.23314735164539,14.734995571168305,86.21229001270318,1089.6059184928772,6962.144786359757,5,2.1055112245018988,0.6669146005551169,0.23759345293816897
W0060,Zone_B_Mumbai,13.705977175964728,33.946543207047114,127,61.263237842598045,28.003517497494045,88.13647074983473,840.0785072689499,6234.37413653309,38,5.940901527745031,3.7268901121936575,3.7871117534577086
W0061,Zone_D_Hyderabad,8.755537772028685,31.47868898955899,126,71.75115918383977,17.860674134562174,85.64588120456646,752.0362507974495,4887.311927930958,19,10.509518994068001,0.5798101940089858,1.522197470025409
W0062,Zone_E_Chennai,32.74720209102377,23.13313775855029,303,34.21548364139294,26.936778022477164,81.74650817110155,1028.4272563997563,6083.127324450226,18,5.458588579752693,1.1335823751043574,1.2747506773081332
W0063,Zone_B_Mumbai,4.697965779202672,35.602479035271934,307,67.69894618282854,22.426497448375493,83.87888860714209,1025.6680946550891,4670.187407229817,33,2.352151735255235,31.941108114987475,7.936935355397217
W0064,Zone_B_Mumbai,3.364691574205587,25.39489739009781,369,66.49649821736904,25.9619762839155,84.63895394587105,933.7437512133695,5994.904096087794,38,9.461796385522723,3.897477215250805,2.697059391449072
W0065,Zone_D_Hyderabad,20.295025381702295,30.976078517162893,340,66.44290613705111,28.447407978725337,78.34732281622493,825.9443499126328,4446.983967140721,22,10.020382702828686,1.670783321429668,0.2511401118009514
W0066,Zone_B_Mumbai,2.530820677318534,48.0,312,69.22669832876957,17.456805917536183,83.38056715832174,850.2069476511978,4853.425272970691,11,3.605936950433086,26.271458935898938,2.825598400858393
W0067,Zone_B_Mumbai,33.028701062519104,29.2315208022028,134,73.97041591971355,28.08594066943997,85.16066494750419,658.484057180337,6067.943303360422,33,7.373404968431812,16.989850757152002,0.20019087656592668
W0068,Zone_D_Hyderabad,0.12228944358969307,39.194186610285406,195,82.32428497925002,19.05381393945824,79.30707008321146,1016.9419795310804,6358.309394394315,35,3.9195543899572574,2.9056954153360763,0.05570986807626603
W0069,Zone_D_Hyderabad,35.02526922879482,24.3745885989929,372,47.538346808333934,18.991088094843374,85.93082254819602,1011.6476964293715,5760.349487547048,29,9.192344190441467,1.508249914074082,1.0337742326663086
W0070,Zone_A_Bangalore,0.4411899861850189,29.720092076024308,91,83.62821166170403,18.27811624722119,83.8047460295524,653.2475874299824,5271.065090649623,18,4.715504551774856,9.113144466845611,10.096105188349979
W0071,Zone_E_Chennai,22.17721229160009,44.16640508508408,423,62.38661934712449,21.454240196091845,87.78399528553402,980.1448125859204,3808.1069639864077,12,5.1621512256333,6.287232140961124,0.3844624382845422
W0072,Zone_E_Chennai,7.501432503493904,24.98426353769786,174,35.00878814373152,15.335491682220097,77.95816082063443,910.6152482513513,5332.783120278912,31,10.449708536401014,5.806824986648173,2.2334161293121766
W0073,Zone_B_Mumbai,49.56828607926033,44.49958846397543,216,33.80581040085865,21.648641468656578,80.36552228559904,696.7038834413805,5926.788061459622,6,6.763223522069043,11.179950064612028,0.38085923582081704
W0074,Zone_E_Chennai,0.7666137595445494,35.662015483643806,290,51.72549071524395,21.458936036078065,83.9967818964381,669.0999698391296,5246.587915251483,21,8.697544512182478,5.846522667865869,2.580419689353236
W0075,Zone_B_Mumbai,8.071096637333488,25.50026579284586,329,81.01830351224538,24.938048639156946,80.70284705182405,906.0239904102583,5481.937647124465,18,6.023730507224677,1.668964746885889,1.4078245061307648
W0076,Zone_A_Bangalore,34.83575221256005,35.05926191244417,237,75.99926075815952,26.07166939861385,85.21578097196941,790.3443829139624,5351.506025665663,29,4.980068571937554,5.918615467869104,2.2786917622504865
W0077,Zone_D_Hyderabad,7.40443933181044,37.78043559701384,351,81.25997270370641,19.8589733349363,85.69725705123685,1122.9923275824506,5242.635025742853,34,8.254780604246614,1.8250731942167342,0.45348297203684734
W0078,Zone_D_Hyderabad,9.926282903811874,34.97447969773757,68,63.622488668704605,17.6768653397536,78.60717241191793,992.8897591973359,5560.70191196785,33,3.5485757407882126,7.119752271513606,2.7379176473775844
W0079,Zone_D_Hyderabad,11.899012381167742,17.43820224087635,117,58.61293486710689,16.997491377610093,83.0496282134331,921.0539705098341,5281.844334278032,24,5.72999835566863,4.834603527479537,10.860983759251862
W0080,Zone_E_Chennai,6.061277556769509,24.182902593401053,267,39.584414235908454,15.975056619936977,82.9960180003834,928.4618506003592,6654.631642905554,25,4.090370373859223,0.4028601452809913,2.191136855588702
W0081,Zone_A_Bangalore,9.876741730080221,28.019850915587963,151,51.33252898460525,13.810831798744594,81.48823231832785,1049.6300770550752,3734.864921293014,26,8.957949669407455,3.595765741078389,1.3603829311901943
W0082,Zone_E_Chennai,8.778258618057556,29.40453256719963,91,58.211258801301895,18.31067806558847,87.57558851575246,976.9777137591007,5063.325931223138,39,11.442088383461076,2.1026473082199146,5.132424012635298
W0083,Zone_E_Chennai,23.142327694826474,34.96537678040542,337,35.75902792917512,17.169913535666375,86.43706825463079,924.9649657744034,4803.79502118622,20,11.955109680158664,1.9917322752383757,0.0319576528528163
W0084,Zone_A_Bangalore,0.46511461743480975,31.42160800746603,216,44.33977692622873,28.169394696689235,85.02986132462408,702.9608235553735,5675.288480027528,21,6.502768104415908,4.609737284807233,2.61810019638095
W0085,Zone_A_Bangalore,3.2984272589875845,19.31724513031919,158,68.88464411414301,21.711799454750693,85.21472766593797,1309.2920448109328,5561.715828706501,20,4.525303896364445,1.9454359899042148,4.391888097774321
W0086,Zone_A_Bangalore,30.03996005860931,33.04158280804771,85,77.81810242554734,18.38697721668202,82.48653435318168,684.522586403765,6797.754481239543,6,6.4282937038432415,7.50053577773318,0.12731692872702843
W0087,Zone_A_Bangalore,22.09675828453486,34.88468596227059,281,94.89258824054173,22.071388095700396,87.44674082784302,803.1185894349753,7060.913638638236,8,10.472694099627239,0.36711030805016,1.195907362091395
W0088,Zone_D_Hyderabad,6.0817526195962,34.478323583448315,278,90.65236653733125,15.09930788126199,85.00163061433548,601.7907585385003,4881.533235543615,25,4.060056785520398,5.3997611633461915,0.45812067692992386
W0089,Zone_C_Delhi,9.679330287389773,38.64624580443697,402,71.76673796978744,19.915891237394806,85.37299546588281,930.8197238153894,5500.400052026904,38,11.520956516529237,8.282511429176754,1.6718107762195071
W0090,Zone_C_Delhi,3.2487341989513014,36.67137723639123,213,57.38112346411468,22.79450227845281,86.80626176090333,872.6665655927211,5657.043533539484,34,5.41865768798151,5.5864026538952105,2.0970342875910757
W0091,Zone_A_Bangalore,2.084041614360645,33.6734406338275,436,71.35152870603513,20.624585742320733,80.45997316489566,964.791465754714,4861.749001330131,10,11.85803659450305,3.438104344142785,0.7208587744656472
W0092,Zone_C_Delhi,6.230585988040987,29.438674308330825,122,81.06735517521508,19.248105050338324,86.21636576176039,589.1401553343348,6002.705628830098,21,10.386088875339622,15.009457386452304,1.2323043899187656
W0093,Zone_C_Delhi,4.359535346167334,16.71231253187207,185,37.691852410020175,28.602804544615232,79.60859851193011,1016.9358501071397,5308.394104988044,29,10.085705341473904,1.7829353804108679,0.6551742118979798
W0094,Zone_A_Bangalore,8.76243706006643,33.436945753060684,402,56.64381783025874,26.808973241953048,81.22969308424479,728.8846897795578,4645.892119519218,9,5.179046737732836,0.09676986615972522,0.9221390412780718
W0095,Zone_C_Delhi,0.8092228443318479,31.66150149730489,428,84.58714856631512,22.749814138919156,81.1245929061143,827.6492200954202,5276.345356586766,9,2.0877721194792946,2.828075741119025,0.347611732905144
W0096,Zone_E_Chennai,36.64960122522567,32.17263069756299,119,54.94914187564786,21.89616230668007,88.06807505860272,989.7356903021597,4701.860341807481,24,5.821329088259878,0.16784563415916512,4.335399497500212
W0097,Zone_B_Mumbai,42.83865575552539,19.786011393437526,245,67.17169762976712,22.706435581228426,86.75060201647761,889.1900026197849,6329.317463535404,20,5.018093696626937,15.388699408932077,0.020121703250182792
W0098,Zone_B_Mumbai,11.978638819127895,21.3515476767339,318,68.20500845604289,16.080731303594447,85.0726345051748,899.7913835000296,7021.2474040909365,13,2.373969904087973,1.178092996711087,4.281088725174871
W0099,Zone_A_Bangalore,7.680784344120899,38.42522282666323,98,41.99095645368656,19.143176343576233,85.35221302544622,969.8768229858099,5695.855499115632,9,7.053652565059297,7.777756736195004,1.6957641609865284
W0100,Zone_D_Hyderabad,3.7037930155436,29.68355876914676,365,53.545303707398745,13.523460619676209,83.57038617954777,914.3185959908086,5589.021414442621,6,6.030313112827367,7.448774152255768,0.8059100545281278
W0101,Zone_A_Bangalore,16.809071674879966,35.452005578980994,179,51.74323376822559,20.41362739229186,87.728579204772,798.8338146176924,5621.947813499349,13,8.345564677415247,1.2277696145882724,2.567888046323213
W0102,Zone_D_Hyderabad,11.543295836488156,30.22654700904369,54,31.702786054584212,21.47978842653108,82.8595945311295,825.0296307647156,6445.787223150652,26,8.211863221940831,4.854084791747117,1.4175458659115543
W0103,Zone_B_Mumbai,1.7747365410048839,30.23804911596596,76,31.57246465293809,16.49844583043071,81.60959126659486,881.7818017977734,6428.559202877746,26,3.2074663589668013,0.24636598861064918,1.3827321677399689
W0104,Zone_A_Bangalore,24.183010919991276,37.50627044780798,209,84.06030783892527,28.131655785215116,79.26078163886118,715.6665859680497,5407.477145161415,26,11.769655461266225,3.304122034297097,0.23338739496910188
W0105,Zone_E_Chennai,17.289945113672715,25.87164217426101,198,47.74960264823281,27.269382852808423,85.99102104441943,999.4012989083004,5702.071941903273,38,3.869314294414469,0.07377727770552611,0.9870064726015174
W0106,Zone_C_Delhi,29.917385250334362,30.76896621552787,313,63.675119805523,24.30986312020331,85.43199446641638,893.2980896211226,6022.117125741663,33,6.4527402476470455,12.700651775761429,0.5516765646602869
W0107,Zone_D_Hyderabad,12.936040041961343,26.30179769035966,279,49.417162283270244,21.327508734492728,81.65103441606065,861.2164401882953,4589.850034759413,37,6.881175434337349,18.66646114713436,0.03164078128887403
W0108,Zone_C_Delhi,9.504040195913728,26.524030180541477,249,91.14415093249713,26.645512722433423,77.77208887075967,1028.8744838547207,6470.086589936365,22,10.130627972141202,1.2569613706592695,0.8928855756875715
W0109,Zone_C_Delhi,5.417025065931133,27.526623012250884,99,46.85428932627529,14.964307032410714,86.56117113935451,831.9829535182945,6887.865512981782,11,2.9922959609464677,1.1666388909842111,0.18823047280363445
W0110,Zone_A_Bangalore,26.99018361547118,31.777070173069703,116,57.92769282803078,25.390054749543182,77.623314221304,822.6368504271375,6432.025683871566,5,6.286442792085317,7.006434479278084,0.5936610180893844
W0111,Zone_C_Delhi,20.1039238004692,26.17001102669218,349,86.72746628149912,14.872168860676203,85.09995761999375,777.3056853994053,4503.524870708356,37,8.28502170236204,1.460990597825416,0.19416005672826292
W0112,Zone_E_Chennai,0.46272938653122786,40.04604900458817,430,84.72568184146756,25.448528468280607,87.97877678504142,901.4600513388903,3923.999635664901,5,4.1515562162405555,11.272621648237218,0.21281462795656234
W0113,Zone_C_Delhi,0.26720816866511365,22.84314158224397,107,42.09659216000803,17.25712757837144,82.2267423440006,896.2675162497272,6066.9749388143455,28,8.274678987660728,4.265747997088832,0.4438168648133656
W0114,Zone_A_Bangalore,4.723477615832628,28.50502684670913,308,82.17181513672118,26.758031180087386,80.03771277395629,750.057369923514,4891.848440830331,8,11.236648375496527,2.1598998768745132,17.59970229713253
W0115,Zone_E_Chennai,16.63647722996086,26.4821515338066,391,59.78214763796302,27.815865082441285,85.11260690846852,823.34590343299,5729.706683298388,8,11.97518131172675,8.939646459139784,0.004373063152190315
W0116,Zone_B_Mumbai,43.64275468220168,41.57582307482986,375,61.39297668554809,15.250976316600827,86.32498393376832,751.059659722115,6728.118976006039,22,2.324510767906757,3.4002338387122326,2.0359418128311004
W0117,Zone_C_Delhi,1.630095099344797,31.572438212092596,179,38.67619820703635,20.210274560033216,83.40144741364075,744.2697319276764,4974.435858881272,31,4.355882282446775,12.131278528442039,0.304540193859845
W0118,Zone_A_Bangalore,9.017241302157357,38.25475631574908,264,35.2390983942131,28.399600574970425,87.94398097276638,590.515325240973,5197.956274872832,36,5.1030711579169745,13.156434559351073,5.067222680332392
W0119,Zone_B_Mumbai,4.794736997580961,18.115517015704224,221,77.31605495329474,20.537837488375715,78.05802219390598,815.3634619477667,5721.378378070653,37,5.991261004449661,0.9041342848429808,0.1966217200249745
W0120,Zone_B_Mumbai,35.03708554375962,32.13640212695407,307,62.269974903094486,26.544050855729814,82.9517924616889,594.6680100879983,4461.992288014216,32,4.422571575847674,0.011630547140026983,6.2049958686535875
W0121,Zone_D_Hyderabad,18.459132074336345,37.117046364987495,151,58.395295669986666,22.201958049674854,85.25930263108354,780.5776470490733,4893.715043195299,10,4.034879945553126,20.654298019469074,1.8879734360108842
W0122,Zone_E_Chennai,18.22190046469857,30.658271914203393,258,77.41803486240579,18.830212545129708,86.81651708841113,758.0958031183587,5519.8860030010155,20,11.545538424175,11.829623592270558,0.0025377632107328363
W0123,Zone_C_Delhi,6.324155711397736,38.52384300052281,340,79.75833843442214,17.415380177308748,79.43596060860413,1007.7842585898406,5259.636104945799,38,11.185216027705179,0.2852080570343112,4.4887681841024785
W0124,Zone_A_Bangalore,5.35834936327349,25.861692399197022,403,40.32903089850798,16.11092483916018,86.14003760304776,697.7597790535538,5986.726203039381,27,2.469925010031175,8.949833304580615,1.4750836043338231
W0125,Zone_D_Hyderabad,3.193888921500612,41.27477952148464,335,69.66463471604669,24.936411423767616,83.46923641776029,735.8220422778287,7712.7836915514135,28,5.388130216048482,3.0606471963237802,0.6094387337146056
W0126,Zone_E_Chennai,0.5802696384483621,48.0,165,38.79801534804956,19.00734000780384,81.7827797654916,792.7713791212641,5579.310671534499,17,6.0514855367840665,1.498514199737,2.91583146115693
W0127,Zone_D_Hyderabad,20.0042614000331,27.097291516482727,313,78.83938059188796,20.978152302771868,78.92252230865421,762.9784522745836,4826.630443169593,22,4.390145346659434,10.54936039434904,5.225449694286118
W0128,Zone_E_Chennai,16.76117439249923,26.435979828793826,199,72.70208515736407,20.678742584018675,86.84519419621626,1055.3882196132813,6634.5922838060515,17,8.288728969881756,1.0949312269304676,1.3220990259782652
W0129,Zone_E_Chennai,81.72445597818083,41.627075816941606,349,92.17995037042476,22.02100866188347,79.19855064834093,679.214894042557,4228.945219743823,21,8.40380746644241,14.715699062151991,0.7582895184180991
W0130,Zone_C_Delhi,56.948734007443335,42.6365771658457,85,34.482271063167374,26.576118900867925,80.84570887945827,793.0893251521237,4388.873463176714,19,10.50504228328597,1.1509760779197455,3.1112742063644374
W0131,Zone_E_Chennai,8.10651592641394,25.817119782773855,382,33.70855687483153,28.395681628618185,80.63249174519432,899.809787374661,5023.917249081821,22,9.408692683852179,4.755487444874368,2.2900591766843643
W0132,Zone_D_Hyderabad,14.652830902062608,26.63850546323314,336,48.342159855058014,19.33983049546631,86.91127156926123,982.177501456301,5273.6906235843,27,7.425733269659556,1.2621302371893033,4.391995368060316
W0133,Zone_E_Chennai,28.961716828744358,27.74572312911594,352,47.01086944283389,25.97479896927959,84.7651923374561,792.9637666104695,5004.741810786233,34,8.5358677004442,3.944642671401322,2.358651525458011
W0134,Zone_C_Delhi,18.947720147092458,19.244395911725782,360,46.053621939679985,24.979539155544536,86.10415908966682,562.2850599244312,5474.790140461581,38,4.739887815430181,5.759671828459711,0.5581804139934934
W0135,Zone_C_Delhi,2.8415244458114652,22.650784428126414,257,88.90654773386738,21.961757432998056,80.20505330695899,827.4843667621743,5719.793522197076,8,7.9305618996735765,1.0550123349460034,5.366498108579948
